"","day","nee","le","h"
"1110",2020-03-24,9.82611826515326,1024.98813013886,2152.67861419839
"1111",2020-03-25,42.1353973798295,-234.859104868937,-1221.83475651674
"1112",2020-03-26,29.0040590644938,1925.83557299438,4668.47309561338
"1113",2020-03-27,-15.6330606559736,1220.06750630317,1982.10796567005
"1114",2020-03-28,28.4364474528881,831.609408731164,1440.0688590274
"1115",2020-03-29,46.5683306582172,1404.81741121165,2325.8239932702
"1116",2020-03-30,21.0172306670557,3878.69822037109,2545.00782384224
"1117",2020-03-31,32.708645457849,1045.58313430369,227.914371881524
"1118",2020-04-01,-39.2997058596766,1256.6966380603,1517.72491317971
"1119",2020-04-02,-5.15250863270782,2771.32152036064,2771.54404236877
"1120",2020-04-03,-0.832658218967926,5.48882792564859,-14.8704394657504
"1121",2020-04-04,-83.6676899372257,1616.69280896242,3541.85898011572
"1122",2020-04-05,-94.3613129476519,1561.44698240553,3011.35893824527
"1123",2020-04-06,2.38455398952,2433.54803625453,3043.19331260905
"1124",2020-04-07,-63.9301723712787,1964.39519753354,1441.12042327002
"1125",2020-04-08,-128.298335586094,3058.16350434189,1227.91309720109
"1126",2020-04-09,-177.230196420825,2181.46982631294,2456.21866139549
"1127",2020-04-10,-31.852686281477,2459.20154172263,1926.70249686701
"1128",2020-04-11,-70.8894170225696,2924.70500787452,3475.1974089447
"1129",2020-04-12,-105.693557563831,2048.59133579872,1146.82881437618
"1130",2020-04-13,57.0521775705169,2477.49351487863,-1695.1398666617
"1131",2020-04-14,-51.7012779725572,2716.33030585878,2408.84268392723
"1132",2020-04-15,-66.0123741511442,2534.54279378154,3985.67280508267
"1133",2020-04-16,-89.0693070758355,2531.53788428799,3840.60117908884
"1134",2020-04-17,-111.384613198506,1832.69106933576,3020.78841743222
"1135",2020-04-18,-112.218495231696,1613.72343904389,2450.93415627564
"1136",2020-04-19,-197.603020389126,2404.34664911022,3225.99066864029
"1137",2020-04-20,-206.687851624215,1561.23210400112,2272.11815097327
"1138",2020-04-21,10.4244960671096,2286.39995783515,1571.49700530593
"1139",2020-04-22,-70.5663865411874,3383.59481747126,2908.65186677261
"1140",2020-04-23,-79.4211480606027,1075.49268271969,91.9157577020036
"1141",2020-04-24,-27.4840547761964,330.198609136074,74.6108727824772
"1142",2020-04-25,-173.474813907943,2039.42714297509,2455.8371994691
"1143",2020-04-26,30.4193105852153,197.676081408283,129.596932107033
"1144",2020-04-27,-119.787371252419,2362.01414058767,1716.88845324184
"1145",2020-04-28,-64.1423752005645,504.81608828271,6.53181387967324
"1146",2020-04-29,-161.571830945158,1909.97131658078,1692.27652304518
"1147",2020-04-30,101.928225285925,608.357181488975,-2277.26910934575
"1148",2020-05-01,-108.022426116004,3413.46988974452,1627.8956772218
"1149",2020-05-02,-192.665286692227,4616.78956298975,2161.68892784954
"1150",2020-05-03,-63.9333335517866,2869.32729639202,-914.188648199168
"1151",2020-05-04,-95.4666780214121,5734.16559398844,1607.13524353233
"1152",2020-05-05,-118.858032841946,2397.57343937139,327.649932616606
"1153",2020-05-06,-62.7263063564474,2130.98343697188,208.033703900435
"1154",2020-05-07,-166.664158758245,4333.86456168385,2820.36101000773
"1155",2020-05-08,-108.03806772094,1002.89289306226,-1120.47287732707
"1156",2020-05-09,-135.404143133064,2837.44568373938,1197.42304177808
"1157",2020-05-10,-197.546427396844,3589.77224166808,3880.48990179524
"1158",2020-05-11,-193.069973966494,2989.65003931652,2238.69003460924
"1159",2020-05-12,-155.057838197676,3417.59144802161,2210.50624020562
"1160",2020-05-13,-283.16349358909,3797.41469874734,4165.49208104982
"1161",2020-05-14,-277.693672307604,2791.36531234701,1930.77740314806
"1162",2020-05-15,-57.7306811335066,2653.17345844525,1344.31914408041
"1163",2020-05-16,1.67702472393145,2353.30322785834,1287.73343119281
"1164",2020-05-17,0,1184.97282564799,467.556955427789
"1165",2020-05-18,-91.9643781627473,755.287561582581,531.709901925407
"1166",2020-05-19,-137.42328612865,2225.45851906112,271.460032367299
"1167",2020-05-20,0,0,-20.4366866764596
"1168",2020-05-21,-153.214240697831,1420.82730728457,1122.85509990811
"1169",2020-05-22,-90.9632022241232,1038.28788727309,375.970541854459
"1170",2020-05-23,-188.989055154812,3033.42920029333,1944.5756697117
"1171",2020-05-24,-9.38309280360892,-61.0793110850889,1631.72314255411
"1172",2020-05-25,0,0,0
"1173",2020-05-26,-167.928249340877,1846.04161307302,2798.05817383169
"1174",2020-05-27,22.9218487866191,2309.1308453653,310.835310914253
"1175",2020-05-28,-195.141989113435,3463.34558346908,-602.437417432386
"1176",2020-05-29,9.90654974436403,441.296958733841,369.056049238072
"1177",2020-05-30,0,3354.35824275514,776.258363129013
"1178",2020-05-31,0,5439.9379626629,1466.96064420886
"1179",2020-06-01,-316.232726146902,6051.1027871042,2394.91612062253
"1180",2020-06-02,-188.328486474604,3750.30057664819,1258.86670570608
"1181",2020-06-03,11.0145977183001,982.333479371083,40.1865109684711
"1182",2020-06-04,0,1209.99701829266,675.225493014023
"1183",2020-06-05,0,983.232906697535,840.839823190676
"1184",2020-06-06,0,1366.23097506089,576.293385932381
"1185",2020-06-07,0,4608.49362508977,1850.67295873675
"1186",2020-06-08,0,-38.682748783402,3024.73142859192
"1187",2020-06-09,-209.321242590442,1647.81930563699,1969.33104673394
"1188",2020-06-10,6.27448495168398,1609.58508371209,855.7936506815
"1189",2020-06-11,0,3381.94610481028,415.730281819417
"1190",2020-06-12,0,-2.87038331016888,1577.57358367374
"1191",2020-06-13,-289.772998563536,4333.70419244432,1653.12746635367
"1192",2020-06-14,-200.62002605554,2147.05395587249,415.975344237258
"1193",2020-06-15,-316.873190384957,3856.35973933503,1596.47550677978
"1194",2020-06-16,-45.2984785694318,836.546852640457,1140.44208895538
"1195",2020-06-17,0,0,0
"1196",2020-06-18,0,0,-83.4649741823133
"1197",2020-06-19,0,0,1645.21820832433
"1198",2020-06-20,0,0,1447.66121690476
"1199",2020-06-21,0,0,0
"1200",2020-06-22,0,0,0
"1201",2020-06-23,0,0,0
"1202",2020-06-24,0,0,0
"1203",2020-06-25,0,0,0
"1204",2020-06-26,0,0,0
"1205",2020-06-27,0,0,0
"1206",2020-06-28,0,0,0
"1207",2020-06-29,0,0,0
"1208",2020-06-30,0,0,0
"1209",2020-07-01,0,0,0
"1210",2020-07-02,0,0,0
"1211",2020-07-03,0,0,0
"1212",2020-07-04,0,0,0
"1213",2020-07-05,0,0,0
"1214",2020-07-06,0,0,0
"1215",2020-07-07,0,0,0
"1216",2020-07-08,0,0,0
"1217",2020-07-09,0,0,0
"1218",2020-07-10,0,0,0
"1219",2020-07-11,0,0,0
"1220",2020-07-12,0,0,0
"1221",2020-07-13,0,0,0
"1222",2020-07-14,0,0,0
"1223",2020-07-15,0,0,0
"1224",2020-07-16,0,0,0
"1225",2020-07-17,0,0,0
"1226",2020-07-18,0,0,0
"1227",2020-07-19,0,0,0
"1228",2020-07-20,0,0,0
"1229",2020-07-21,0,0,0
"1230",2020-07-22,0,0,0
"1231",2020-07-23,0,0,0
"1232",2020-07-24,0,0,0
"1233",2020-07-25,0,0,0
"1234",2020-07-26,0,0,0
"1235",2020-07-27,0,0,0
"1236",2020-07-28,0,0,0
"1237",2020-07-29,0,0,0
"1238",2020-07-30,0,0,0
"1239",2020-07-31,0,0,0
"1240",2020-08-01,0,0,0
"1241",2020-08-02,0,0,0
"1242",2020-08-03,0,0,0
"1243",2020-08-04,0,0,0
"1244",2020-08-05,0,0,0
"1245",2020-08-06,0,0,0
"1246",2020-08-07,0,0,0
"1247",2020-08-08,0,0,0
"1248",2020-08-09,0,0,0
"1249",2020-08-10,0,0,0
"1250",2020-08-11,0,0,0
"1251",2020-08-12,0,0,0
"1252",2020-08-13,0,0,0
"1253",2020-08-14,0,0,0
"1254",2020-08-15,0,0,0
"1255",2020-08-16,0,0,0
"1256",2020-08-17,0,0,0
"1257",2020-08-18,0,0,0
"1258",2020-08-19,0,0,0
"1259",2020-08-20,0,0,0
"1260",2020-08-21,0,0,0
"1261",2020-08-22,0,0,0
"1262",2020-08-23,0,0,0
"1263",2020-08-24,0,0,0
"1264",2020-08-25,0,0,0
"1265",2020-08-26,0,-69.2838027939054,147.880096725628
"1266",2020-08-27,0,0,0
"1267",2020-08-28,0,0,0
"1268",2020-08-29,0,0,0
"1269",2020-08-30,0,0,0
"1270",2020-08-31,0,0,0
"1271",2020-09-01,0,0,0
"1272",2020-09-02,0,0,0
"1273",2020-09-03,0,0,0
"1274",2020-09-04,0,0,0
"1275",2020-09-05,0,0,0
"1276",2020-09-06,0,0,0
"1277",2020-09-07,0,0,0
"1278",2020-09-08,0,0,0
"1279",2020-09-09,0,0,0
"1280",2020-09-10,0,0,0
"1281",2020-09-11,0,0,0
"1282",2020-09-12,0,0,0
"1283",2020-09-13,0,0,0
"1284",2020-09-14,0,0,0
"1285",2020-09-15,0,0,0
"1286",2020-09-16,0,2155.66011745152,1325.41780392595
"1287",2020-09-17,0,1220.37708241685,444.321225717666
"1288",2020-09-18,0,3066.70460637019,224.431412621566
"1289",2020-09-19,0,4063.92850488771,1372.30180608568
"1290",2020-09-20,0,2907.11332121016,2360.88089476801
"1291",2020-09-21,0,3054.89072571772,2438.69092690611
"1292",2020-09-22,0,3413.85645604,2249.76183247158
"1293",2020-09-23,0,2362.65216646224,1408.97651775169
"1294",2020-09-24,0,1369.99650799017,85.7087202078673
"1295",2020-09-25,0,1360.22282737072,987.816397197855
"1296",2020-09-26,0,1347.42852735846,729.810513677671
"1297",2020-09-27,0,897.711785725068,798.55777489228
"1298",2020-09-28,0,978.615621902799,1390.08668707867
"1299",2020-09-29,0,0,-6.64397876818731
"1300",2020-09-30,0,4203.08566103644,422.257895661493
"1301",2020-10-01,0,2234.7467925333,-19.7786189282471
"1302",2020-10-02,0,3905.96568355787,1129.84718973778
"1303",2020-10-03,0,2946.41946429762,1921.56809277788
"1304",2020-10-04,0,2911.23397232689,1316.20575526265
"1305",2020-10-05,0,2499.08331277758,650.656365735497
"1306",2020-10-06,0,0,1534.45739708698
"1307",2020-10-07,0,408.415226387662,-30.8810974010646
"1308",2020-10-08,0,1005.46737221647,694.518779486102
"1309",2020-10-09,0,2827.89222425011,861.950930312231
"1310",2020-10-10,0,1708.83035803258,-498.294321885402
"1311",2020-10-11,0,962.198220684487,13.4688443437436
"1312",2020-10-12,0,133.58203889867,-1394.94331301938
"1313",2020-10-13,0,2101.96082214001,178.506496024279
"1314",2020-10-14,0,2736.15392648738,1007.74937745656
"1315",2020-10-15,0,810.25513733929,838.747347599928
"1316",2020-10-16,0,1005.72116078669,-354.428423546165
"1317",2020-10-17,0,2445.82476564631,1910.22122214766
"1318",2020-10-18,0,2229.97776655347,0
"1319",2020-10-19,0,1761.20378033989,1290.64861111873
"1320",2020-10-20,0,2539.27767683197,655.223533660608
"1321",2020-10-21,0,2597.5462180022,1258.89859663032
"1322",2020-10-22,0,2079.68141614252,1286.77541675693
"1323",2020-10-23,0,2310.57681147871,945.508330712971
"1324",2020-10-24,0,1089.65207740708,-846.882895773498
"1325",2020-10-25,0,495.521796937799,-532.888186235469
"1326",2020-10-26,0,771.83167100535,1312.19831179917
"1327",2020-10-27,0,1038.61937312845,737.185247334925
"1328",2020-10-28,0,773.398662241176,572.983654084977
"1329",2020-10-29,0,39.9381034461498,-706.732319097063
"1330",2020-10-30,0,286.180685377926,633.057658990843
"1331",2020-10-31,0,1483.30211335135,1296.92920866436
"1332",2020-11-01,0,1105.33807626755,-650.613733567197
"1333",2020-11-02,0,2160.07109614438,238.268494830563
"1334",2020-11-03,0,2119.91066300219,31.185699267425
"1335",2020-11-04,0,1560.57646063706,1512.34329083594
"1336",2020-11-06,-143.763151241329,1414.25108936497,1742.53339468065
"1337",2020-11-07,-133.893947829005,1314.31176721396,2007.96385923398
"1338",2020-11-08,-102.063433852975,1164.47528324746,1824.63588296614
"1339",2020-11-09,-32.9249813373151,1106.39594325877,1585.65667164792
"1340",2020-11-10,-32.6246105546077,1415.03014435549,1267.4135892486
"1341",2020-11-11,151.138944839605,57.0285920449995,-1771.62720963629
"1342",2020-11-12,215.582777270315,823.74628777343,-823.643623661703
"1343",2020-11-13,31.4598726881115,1216.8787763152,1152.93558269748
"1344",2020-11-14,-153.200551011524,886.533950190412,1801.56515467386
"1345",2020-11-15,80.4551585035241,581.02132158197,-30.4426139439571
"1346",2020-11-16,0.280867015099969,-0.798769945870876,0
"1347",2020-11-17,18.411578814302,1283.67226592286,507.705263321444
"1348",2020-11-18,15.520297580861,1248.50282049546,821.670716173911
"1349",2020-11-19,-44.552047513717,695.072872662692,1886.40042116303
"1350",2020-11-20,31.2032077061939,1227.82256464877,898.259613058188
"1351",2020-11-21,-17.5054457733435,373.680504883268,303.929531368907
"1352",2020-11-22,37.8805178065747,493.268138327586,113.010926009159
"1353",2020-11-23,69.3001992162491,1251.55173064616,-310.841553337266
"1354",2020-11-25,53.8472912088096,903.716286508581,142.871931532265
"1355",2020-11-26,51.0974044815168,582.460846447186,-80.8733578498156
"1356",2020-11-27,-0.187020207035412,358.386632267678,344.168371687121
"1357",2020-11-28,-40.1204917035408,934.291382935279,815.637682631853
"1358",2020-11-29,-52.156740090516,548.439148765835,1795.07787733769
"1359",2020-11-30,30.9947559078807,388.71145133051,-1340.22553374291
"1360",2020-12-01,48.9148838674563,1309.93359529132,-287.489490190971
"1361",2020-12-02,19.5704824618818,1154.52826878746,810.182972645275
"1362",2020-12-03,23.1854284463863,527.199887777716,1056.48062369352
"1363",2020-12-04,27.5747176224275,103.359172047319,-168.219862618729
"1364",2020-12-05,63.3700263120362,515.762742162021,-1020.83540448266
"1365",2020-12-06,16.3125892199927,922.048689655003,944.658403498735
"1366",2020-12-07,10.8069323297768,292.165666931835,541.711148109807
"1367",2020-12-08,4.29340597774198,682.947614942158,198.637600924084
"1368",2020-12-09,14.0992296547783,356.57947808684,999.806154118604
"1369",2020-12-10,-2.99966750050584,336.680924194946,1647.54193568846
"1370",2020-12-11,-45.9079888971243,363.309410133804,1334.54608391932
"1371",2020-12-12,-47.7027653670145,383.134641809494,701.980585325134
"1372",2020-12-13,6.6271405850838,516.603473955759,407.356788076382
"1373",2020-12-14,15.9755296665846,151.381192378799,-850.390490866159
"1374",2020-12-15,3.53982490713537,560.597048037044,204.790698214014
"1375",2020-12-16,32.5433393152763,13.9095977226599,19.1976439629501
"1376",2020-12-17,37.8486561422071,331.837535675307,693.892605551829
"1377",2020-12-18,24.6504837209718,293.133109803768,-99.787133578329
"1378",2020-12-19,27.4469300459095,171.980608040355,1207.46897935548
"1379",2020-12-20,11.6968780012189,81.8419815714297,1189.53345216261
"1380",2020-12-21,34.1327889101325,94.6483979229497,1008.82715925599
"1381",2020-12-22,17.5495000150872,222.170587136906,-1410.26938609619
"1382",2020-12-23,22.4036290260759,278.022377516029,-371.202640620322
"1383",2020-12-24,77.1418489259635,218.095882941395,-1655.76200378081
"1384",2020-12-25,-19.9875741825393,822.948850700242,-2009.76754752891
"1385",2020-12-26,36.5088645211058,535.02116104803,821.343300809581
"1386",2020-12-27,5.38515163455166,69.0337615041857,1307.13258881795
"1387",2020-12-28,25.814830273852,487.426084787055,135.321783828948
"1388",2020-12-29,16.9529145360686,481.243632605891,480.32059467179
"1389",2020-12-30,14.2437032416695,495.681356292576,1287.50482154846
"1390",2020-12-31,12.2779327654201,239.101122424696,-382.319844560639
